title	DOI	url	issns	journal	authors	issns1	issns2	published_on	last_updated	cited_by_fbwalls_count	cited_by_feeds_count	cited_by_gplus_count	cited_by_msm_count	cited_by_posts_count	cited_by_rdts_count	cited_by_tweeters_count	cited_by_videos_count	cited_by_accounts_count	cited_by_patents_count	mendeley	altmetric_score	is_oa	author.names	issn	citations	CiteScore	SJR	WebQualis
Education to keep the abdomen relaxed versus contracted during pilates in patients with chronic low back pain: study protocol for a randomised controlled trial	10.1186/s12891-023-06160-z	http://dx.doi.org/10.1186/s12891-023-06160-z	1471-2474	BMC Musculoskeletal Disorders	Luciana Crepaldi Lunkes			2023	1703525018	0	0	0	0	15	0	10	0	10	0	30	7	TRUE	Luciana Crepaldi Lunkes, Milton Apolinário Dias Neto, Lavínia Fernandes Barra, Lívia Resende de Castro, Arthur Sá Ferreira, Ney Meziat-Filho	1471-2474	1	3.5	0.714	A3
Effect of continuous and intermittent bouts of isocaloric cycling and running exercise on excess postexercise oxygen consumption	10.1016/j.jsams.2015.02.004	http://dx.doi.org/10.1016/j.jsams.2015.02.004	1440-2440	Journal of Science and Medicine in Sport	Felipe A. Cunha			2015	1618048306	2	0	0	0	11	0	9	0	11	0	111	7	FALSE	Felipe A. Cunha, Adrian W. Midgley, Lars R. McNaughton, Paulo T.V. Farinatti	1440-2440	16	7.8	1.222	A1
Effectiveness of a program of therapeutic exercises on the quality of life and lumbar disability in women with Stress Urinary Incontinence	10.1016/j.jbmt.2014.04.002	http://dx.doi.org/10.1016/j.jbmt.2014.04.002	1360-8592	Journal of Bodywork & Movement Therapies	Adriana de Carvalho Lacombe			2014	1423519678	1	0	0	0	1	0	0	0	1	0	145	1	FALSE	Adriana de Carvalho Lacombe, Virginia Martello Riccobene, Leandro Alberto Calazans Nogueira	1360-8592	5	2.5	0.48	A2
Effectiveness of Constraint-Induced Movement Therapy (CIMT) on Balance and Functional Mobility in the Stroke Population: A Systematic Review and Meta-Analysis	10.3390/healthcare10030495	http://dx.doi.org/10.3390/healthcare10030495	2227-9032	Healthcare	Jaya Shanker Tedla			2022	1648573525	0	0	0	0	10	0	10	0	10	0	73	7	TRUE	Jaya Shanker Tedla, Kumar Gular, Ravi Shankar Reddy, Arthur de Sá Ferreira, Erika Carvalho Rodrigues, Venkata Nagaraj Kakaraparthi, Giles Gyer, Devika Rani Sangadala, Mohammed Qasheesh, Rakesh Krishna Kovela, Gopal Nambi	2227-9032	13	4.9	0.606	A3
Effects of A Short-term Cardio Tai Chi Program on Cardiorespiratory Fitness and Hemodynamic Parameters in Sedentary Adults: A Pilot Study	10.1016/j.jams.2019.12.002	http://dx.doi.org/10.1016/j.jams.2019.12.002	2005-2901	Journal of Acupuncture and Meridian Studies	Timothy Sam-Kit Tin			2019	1663322675	1	0	0	0	5	0	3	0	4	0	56	2	TRUE	Timothy Sam-Kit Tin, Chi-Hsiu Daniel Weng, Patricia Dos Santos Vigário, Arthur de Sá Ferreira	2005-2901	1	1.8	0.255	A4
Effects of Acute Transcranial Direct Current Stimulation on Gait Kinematics of Individuals With Parkinson Disease	10.1097/tgr.0000000000000203	http://dx.doi.org/10.1097/tgr.0000000000000203	0882-7524	Topics in Geriatric Rehabilitation	Débora Cristina Lima da Silva			2018	1644485804	1	0	0	0	3	0	2	0	3	0	72	2	FALSE	Débora Cristina Lima da Silva, Thiago Lemos, Arthur de Sá Ferreira, Carlos Henrique Ramos Horsczaruk, Carla Andressa Pedron, Erika de Carvalho Rodrigues, Laura Alice Santos de Oliveira	0882-7524	13	1.1	0.204	B1
Effects of Diagnostic Errors in Pattern Differentiation and Acupuncture Prescription: A Single-Blinded, Interrater Agreement Study	10.1155/2015/469675	http://dx.doi.org/10.1155/2015/469675	1741-427X	Evidence-based Complementary & Alternative Medicine (eCAM)	Ingrid Jardim de Azeredo Souza Oliveira			2015	1673008713	0	0	0	0	2	0	1	0	1	0	26	1	TRUE	Ingrid Jardim de Azeredo Souza Oliveira, Arthur de Sá Ferreira	1741-427X	4	3.5	NA	A3
Effects of prevention programmes on injury risk in military personnel: a systematic review with meta-analysis	10.1136/bmjmilitary-2022-002098	http://dx.doi.org/10.1136/bmjmilitary-2022-002098	2633-3767	BMJ Military Health	Priscila Dos Santos Bunn			2022	1656352397	0	0	0	0	4	0	4	0	4	0	19	3	FALSE	Priscila Dos Santos Bunn, R d S Sodré, M I Matos, G F Saliba, G d P Silva, R Caldas, J d S Esteves, E B Silva	2633-3767	2	2.2	0.428	NA
Electrocortical Analysis of Patients with Intercostobrachial Pain Treated with TENS after Breast Cancer Surgery	10.1589/jpts.26.349	http://dx.doi.org/10.1589/jpts.26.349	0915-5287	Journal of Physical Therapy Science	Julio Guilherme Silva			2014	1401437068	0	0	0	0	1	0	1	0	1	0	48	1	TRUE	Julio Guilherme Silva, Camila Gonçalves Santana, Kelly Rosane Inocêncio, Marco Orsini, Sergio Machado, Anke Bergmann	0915-5287	24	NA	NA	C
Electromyographic activity of the quadriceps and gluteus medius muscles during/different straight leg raise and squat exercises in women with patellofemoral pain syndrome	10.1016/j.jelekin.2019.05.017	http://dx.doi.org/10.1016/j.jelekin.2019.05.017	1050-6411	Journal of Electromyography & Kinesiology	Lilian Ramiro Felicio			2019	1617367292	0	0	0	0	33	0	28	1	29	0	132	17	FALSE	Lilian Ramiro Felicio, Caio Augusto Mendes de Carvalho, Cláudia Lima Chame Andrade Dias, Patrícia Dos Santos Vigário	1050-6411	9	4.8	0.825	A4
Electromyographic analysis of maximal voluntary contraction of female pelvic floor muscles: Intrarater and interrater reliability study	10.1002/nau.24834	http://dx.doi.org/10.1002/nau.24834	0733-2467	Neurourology and Urodynamics	Maria P. Volpato			2021	1642070034	0	0	0	0	2	0	1	0	1	0	10	1	FALSE	Maria P. Volpato, Michele Menezes, Tirza Sathler Prado, Adriana Piccini, Arthur Sá Ferreira, Simone Botelho	0733-2467	2	4.5	0.683	A2
Eltgol Acutelly Improves Airway Clearance and Reduces Static Pulmonary Volumes in Adult Cystic Fibrosis Patients	10.1589/jpts.26.813	http://dx.doi.org/10.1589/jpts.26.813	0915-5287	Journal of Physical Therapy Science	Fernando Silva Guimarães			2014	1507731161	1	0	0	0	2	0	0	0	2	0	70	4	TRUE	Fernando Silva Guimarães, Agnaldo José Lopes, Vanessa Joaquim Ribeiro Moço, Felipe Cavalcanti de Souza, Sara Lúcia Silveira de Menezes	0915-5287	7	NA	NA	C
Enhancing Motor Network Activity Using Real-Time Functional MRI Neurofeedback of Left Premotor Cortex	10.3389/fnbeh.2015.00341	http://dx.doi.org/10.3389/fnbeh.2015.00341	1662-5153	Frontiers in Behavioral Neuroscience	Theo F. Marins			2015	1552005263	0	0	0	0	8	0	7	0	7	0	127	5	TRUE	Theo F. Marins, Erika C. Rodrigues, Annerose Engel, Sebastian Hoefle, Rodrigo Basílio, Roberto Lent, Jorge Moll, Fernanda Tovar-Moll	1662-5153	25	4.6	0.949	A3
Equilíbrio estático e dinâmico em bailarinos: revisão da literatura	10.1590/s1809-29502013000300016	http://dx.doi.org/10.1590/s1809-29502013000300016	1809-2950	Fisioterapia e Pesquisa	Michelle Silva da Silveira Costa			2013	1653656230	0	0	0	0	2	0	2	0	2	0	47	2	TRUE	Michelle Silva da Silveira Costa, Arthur de Sá Ferreira, Lilian Ramiro Felicio	1809-2950	14	NA	NA	B1
Estimating cardiopulmonary fitness with a new sampling technology in patients with rheumatoid arthritis‐associated interstitial lung disease	10.1002/pri.2005	http://dx.doi.org/10.1002/pri.2005	1358-2267	Physiotherapy Research International	Rafael Alexandre de Oliveira Deucher			2023	1680979962	0	0	0	0	3	0	3	0	3	0	9	2	FALSE	Rafael Alexandre de Oliveira Deucher, Luis Felipe da Fonseca Reis, Jannis Vasileios Papathanasiou, Beatriz Luiza Pinheiro Alves Azevedo, Jéssica Gabriela Messias Oliveira, Matheus Mello da Silva, Rayanne Costa de Sales, Beatriz Pereira dos Santos, Arthur de Sá Ferreira, Agnaldo José Lopes	1358-2267	0	3.4	0.608	A4
Evidence-based practice of Chinese medicine in physical rehabilitation science	10.1007/s11655-013-1451-5	http://dx.doi.org/10.1007/s11655-013-1451-5	1672-0415	Chinese Journal of Integrative Medicine	Arthur de Sá Ferreira			2013	1653968281	2	0	0	0	5	0	3	0	5	0	58	3	FALSE	Arthur de Sá Ferreira	1672-0415	5	5.3	0.502	A3
Examining the haemodynamic repercussions of ventilator hyperinflation in elderly patients: An explanatory study	10.1016/j.resp.2023.104165	http://dx.doi.org/10.1016/j.resp.2023.104165	1569-9048	Respiratory Physiology & Neurobiology	Manuella Melo Galhardo			2023	1697145502	0	0	0	0	5	0	4	0	4	0	4	3	FALSE	Manuella Melo Galhardo, Sergio Luiz Soares Marcos da Cunha Chermont, Isabella Christina Diniz de Lemos Venancio, Agnaldo José Lopes, Fernando Silva Guimaraes	1569-9048	0	4.7	0.574	A4
Exercise training improves quality of life in women with subclinical hypothyroidism: a randomized clinical trial	10.20945/2359-3997000000073	http://dx.doi.org/10.20945/2359-3997000000073	2359-3997	Archives of Endocrinology and Metabolism	Francisco Zacaron Werneck			2018	1689210000	0	0	0	1	4	0	3	0	4	0	158	12	TRUE	Francisco Zacaron Werneck, Emerson Filipino Coelho, Saulo Peters Almas, Marília Mendes do Nascimento Garcia, Heloina Lamha Machado Bonfante, Jorge Roberto Perrout de Lima, Patrícia dos Santos Vigário, Míriam Raquel Meira Mainenti, Patrícia de Fátima dos Santos Teixeira, Mário Vaisman	2359-3997	21	3.1	0.461	B2
Expiratory Rib Cage Compressions to Improve Secretion Clearance During Mechanical Ventilation: Not Only a Matter of Squeezing the Chest—Reply	10.4187/respcare.03522	http://dx.doi.org/10.4187/respcare.03522	0020-1324	Respiratory Care	Fernando S Guimarães			2014	1406799616	0	0	0	0	1	0	1	0	1	0	16	1	TRUE	Fernando S Guimarães, Sara Lucia Silveira de Menezes, Agnaldo J Lopes	0020-1324	0	4.1	0.761	A3
Explanatory models of muscle performance in acromegaly patients evaluated by knee isokinetic dynamometry: Implications for rehabilitation	10.1016/j.humov.2016.07.005	http://dx.doi.org/10.1016/j.humov.2016.07.005	0167-9457	Human Movement Science	Agnaldo José Lopes			2016	1648015695	0	0	0	0	6	0	5	0	5	0	42	3	FALSE	Agnaldo José Lopes, Arthur Sá Ferreira, Evelyn Mendes Walchan, Mauricio Santos Soares, Priscila Santos Bunn, Fernando Silva Guimarães	0167-9457	11	4.3	0.628	A3
Exploratory analysis of 5 supervised machine learning models for predicting the efficacy of the endogenous pain inhibitory pathway in patients with musculoskeletal pain	10.1016/j.msksp.2023.102788	http://dx.doi.org/10.1016/j.msksp.2023.102788	2468-8630	Musculoskeletal Science and Practice	Felipe J J Reis			2023	1686651129	0	0	0	0	19	0	8	0	8	0	22	5	FALSE	Felipe J J Reis, Juliana Valentim Bittencourt, Lucas Calestini, Arthur de Sá Ferreira, Ney Meziat-Filho, Leandro C Nogueira	2468-8630	0	3.9	0.755	A2
Factors associated with mortality in mechanically ventilated patients with severe acute respiratory syndrome due to COVID-19 evolution	10.5935/2965-2774.20230203-en	http://dx.doi.org/10.5935/2965-2774.20230203-en	0103-507X	Revista Brasileira de Terapia Intensiva	João Paulo Arruda de Oliveira			2023	1688052942	0	0	0	0	3	0	3	0	3	0	6	2	TRUE	João Paulo Arruda de Oliveira, Andreia Cristina Travassos Costa, Agnaldo José Lopes, Arthur de Sá Ferreira, Luis Felipe da Fonseca Reis	0103-507X	2	2.7	0.373	B1
Factors for Lower Walking Speed in Persons with Multiple Sclerosis	10.1155/2013/875648	http://dx.doi.org/10.1155/2013/875648	2090-2654	Multiple Sclerosis International	Leandro Alberto Calazans Nogueira			2013	1366783200	0	1	0	0	3	0	2	0	3	0	90	9	TRUE	Leandro Alberto Calazans Nogueira, Luciano Teixeira dos Santos, Pollyane Galinari Sabino, Regina Maria Papais Alvarenga, Luiz Claudio Santos Thuler	2090-2654	9	NA	NA	NA
Feasibility and safety of group exercises for individuals with Parkinson's disease: A case series	10.12968/ijtr.2017.24.5.223	http://dx.doi.org/10.12968/ijtr.2017.24.5.223	1354-8581	British Journal of Therapy & Rehabilitation	Érica Guimarães Vianna			2017	1494832172	0	0	0	0	1	0	1	0	1	0	21	1	FALSE	Érica Guimarães Vianna, Erika de Carvalho Rodrigues, Carlos Henrique Ramos Horsczaruk, José Vicente Pereira Martins, Thiago Lemos, Laura Alice Santos de Oliveira	1354-8581	0	NA	NA	NA
Feasibility of whole-body gait kinematics to assess the validity of the six-minute walk test over a 10-m walkway in the elderly	10.1016/j.bspc.2018.02.002	http://dx.doi.org/10.1016/j.bspc.2018.02.002	1746-8094	Biomedical Signal Processing and Control	Nathália Alves Oliveira Saraiva			2018	1644834876	0	0	0	0	4	0	2	0	2	0	22	1	FALSE	Nathália Alves Oliveira Saraiva, Fernando Silva Guimarães, Agnaldo José Lopes, Jannis Papathanasiou, Arthur Sá Ferreira	1746-8094	2	8.2	1.284	A1
Functional exercise capacity in rheumatoid arthritis unrelated to lung injury: A comparison of women with and without rheumatoid disease.	10.3233/bmr-210056	http://dx.doi.org/10.3233/bmr-210056	1053-8127	Journal of Back & Musculoskeletal Rehabilitation	Ana Carolina Brandão Assis			2022	1648579674	0	0	0	0	2	0	1	0	1	0	16	1	FALSE	Ana Carolina Brandão Assis, Agnaldo José Lopes	1053-8127	4	2.4	0.459	A4
Gait characteristics of multiple sclerosis patients in the absence of clinical disability	10.3109/09638288.2012.738760	http://dx.doi.org/10.3109/09638288.2012.738760	0963-8288	Disability & Rehabilitation	Leandro Alberto Calazans Nogueira			2013	1377958566	0	1	0	0	2	0	1	0	2	0	99	9	FALSE	Leandro Alberto Calazans Nogueira, Luciano Teixeira, Pollyane Sabino, Helcio Alvarenga Filho, Regina Maria Papais Alvarenga, Luiz Claudio Thuler	0963-8288	33	4.4	0.796	A1
Group pain neuroscience education combined with supervised exercises reduces pain and improves function of Brazilian women with central sensitisation and a low level of education: a single-subject study	10.1080/21679169.2018.1531922	http://dx.doi.org/10.1080/21679169.2018.1531922	2167-9169	The European Journal Of Physiotherapy	Elen Soares Marques			2018	1540809697	0	0	0	0	8	0	8	0	8	0	94	6	FALSE	Elen Soares Marques, Ney Armando de Mello Meziat Filho, Paula dos Santos Ferreira, Fernanda Guimarães de Andrade, Elisabeth Marshall Ramsay, Leticia Amaral Corrêa, Leandro Alberto Calazans Nogueira	2167-9169	4	2.0	0.418	NA
Group-based cardiac rehabilitation interventions. A challenge for physical and rehabilitation medicine physicians: a randomized controlled trial.	10.23736/s1973-9087.20.06013-x	http://dx.doi.org/10.23736/s1973-9087.20.06013-x	1973-9087	European Journal of Physical and Rehabilitation Medicine	Jannis V Papathanasiou			2020	1677508531	0	0	0	1	7	0	5	0	6	0	134	13	FALSE	Jannis V Papathanasiou, Ivo Petrov, Maria P Tokmakova, Donka D Dimitrova, Liubomir Spasov, Nigyar S Dzhafer, Dorothea Tsekoura, Yannis Dionyssiotis, Arthur S Ferreira, Agnaldo J Lopes, Eugenia Rosulescu, Calogero Foti	1973-9087	13	7.3	0.955	A2
Handgrip Strength and Pulmonary Disease in the Elderly: What is the Link?	10.14336/ad.2018.1226	http://dx.doi.org/10.14336/ad.2018.1226	2152-5250	Aging & Disease	Tatiana Rafaela Lemos Lima			2019	1643883304	0	1	0	1	5	0	3	0	5	0	103	17	TRUE	Tatiana Rafaela Lemos Lima, Vívian Pinto Almeida, Arthur Sá Ferreira, Fernando Silva Guimarães, Agnaldo José Lopes	2152-5250	23	NA	1.922	A1
Health literacy, pain-related interference and pain-related distress of patients with musculoskeletal pain	10.1093/heapro/daab183	http://dx.doi.org/10.1093/heapro/daab183	0957-4824	Health Promotion International	Juliana Valentim Bittencourt			2021	1638564642	1	0	0	0	6	0	5	0	6	0	17	3	FALSE	Juliana Valentim Bittencourt, Patrick Anderson Chaves de Souza, Leticia Amaral Corrêa, Andresa Narcizo Volotão, Stephanie Mathieson, Leandro Alberto Calazans Nogueira	0957-4824	4	4.9	0.819	A2
Health markers in obese adolescents improved by a 12-week recreational soccer program: a randomised controlled trial	10.1080/02640414.2015.1064150	http://dx.doi.org/10.1080/02640414.2015.1064150	0264-0414	Journal of Sports Sciences	Fabrício Vasconcellos			2015	1440754250	0	0	0	0	11	0	11	0	11	0	270	6	FALSE	Fabrício Vasconcellos, Andre Seabra, Felipe Cunha, Rafael Montenegro, Jociene Penha, Eliete Bouskela, José Firmino Nogueira Neto, Paulo Collett-Solberg, Paulo Farinatti	0264-0414	55	6.5	1.115	A1
Heart rate variability assessment with fingertip photoplethysmography and polar RS800cx as compared with electrocardiography in obese adolescents	10.1097/mbp.0000000000000143	http://dx.doi.org/10.1097/mbp.0000000000000143	1359-5237	Blood pressure monitoring.	Fabrício V.A. Vasconcellos			2015	1447301251	0	0	0	0	3	0	2	0	2	0	100	1	FALSE	Fabrício V.A. Vasconcellos, André Seabra, Felipe A. Cunha, Rafael A. Montenegro, Eliete Bouskela, Paulo Farinatti	1359-5237	26	1.7	0.345	A2
High-velocity, low-amplitude manipulation (HVLA) does not alter three-dimensional position of sacroiliac joint in healthy men: A quasi-experimental study	10.1016/j.jbmt.2019.05.020	http://dx.doi.org/10.1016/j.jbmt.2019.05.020	1360-8592	Journal of Bodywork & Movement Therapies	Danielle de Faria Alvim de Toledo			2019	1689083924	7	0	0	0	167	0	134	1	142	0	59	83	FALSE	Danielle de Faria Alvim de Toledo, Frederico Barreto Kochem, Julio Guilherme Silva	1360-8592	2	2.5	0.48	A2
Home-based exercise program in TSP/HAM individuals: a feasibility and effectiveness study	10.1590/0004-282x20170022	http://dx.doi.org/10.1590/0004-282x20170022	0004-282X	Arquivos de Neuro-Psiquiatria	Lívia D Facchinetti			2017	1646599517	0	0	0	0	3	0	3	0	3	0	74	2	TRUE	Lívia D Facchinetti, Abelardo Q Araújo, Marcus Tt Silva, Ana Claudia C Leite, Mariana F Azevedo, Gisele L Chequer, Raquel Vc Oliveira, Arthur S Ferreira, Marco Antonio Lima	0004-282X	4	2.1	0.341	B2
Home-based rehabilitation improves functional capacity and quality of life in women with systemic sclerosis: A preliminary study.	10.3233/bmr-220077	http://dx.doi.org/10.3233/bmr-220077	1053-8127	Journal of Back & Musculoskeletal Rehabilitation	Samantha Gomes de Alegria			2023	1680814846	0	0	0	0	7	0	6	0	6	0	5	5	FALSE	Samantha Gomes de Alegria, Beatriz Luiza Pinheiro Alves Azevedo, Jéssica Gabriela Messias Oliveira, Matheus Mello da Silva, Damara Guedes Gardel, Thiago Thomaz Mafort, Agnaldo José Lopes	1053-8127	1	2.4	0.459	A4
Hospital admission is associated with disability and late musculoskeletal pain in individuals with long COVID	10.3389/fresc.2023.1186499	http://dx.doi.org/10.3389/fresc.2023.1186499	2673-6861	Frontiers in Rehabilitation Sciences	Ricardo Bezerra Duarte Neto			2023	1713820357	0	0	0	0	24	0	20	0	20	0	8	8	TRUE	Ricardo Bezerra Duarte Neto, Luis Felipe Fonseca Reis, Arthur de Sá Ferreira, Dângelo José de Andrade Alexandre, Renato Santos de Almeida	2673-6861	1	NA	NA	NA
Immediate effect of myofascial release on range of motion, pain and biceps and rectus femoris muscle activity after total knee replacement	10.1016/j.jbmt.2017.12.003	http://dx.doi.org/10.1016/j.jbmt.2017.12.003	1360-8592	Journal of Bodywork & Movement Therapies	Danielle Cristine Carvalho Muniz E Silva			2017	1550003273	1	0	0	1	6	0	4	0	6	0	110	12	FALSE	Danielle Cristine Carvalho Muniz E Silva, Dângelo José de Andrade Alexandre, Júlio Guilherme Silva	1360-8592	11	2.5	0.48	A2
Immediate effects of myofascial release maneuver applied in different lower limb muscle chains on postural sway	10.1016/j.jbmt.2020.10.024	http://dx.doi.org/10.1016/j.jbmt.2020.10.024	1360-8592	Journal of Bodywork & Movement Therapies	Albert Nunes Queiroz Dos Santos			2020	1643188188	0	0	0	0	4	0	3	0	3	0	34	2	FALSE	Albert Nunes Queiroz Dos Santos, Thiago Lemos, Pedro Henrique Duarte Carvalho, Arthur Sá Ferreira, Julio Guilherme Silva	1360-8592	3	2.5	0.48	A2
Immediate effects of spinal manipulation on painful sensitivity and postural stability in patients with chronic nonspecific low back pain: study protocol for a controlled randomised clinical trial	10.1186/s13063-022-06111-4	http://dx.doi.org/10.1186/s13063-022-06111-4	1745-6215	Trials	João Paulo Freitas			2022	1646971151	0	0	0	0	4	0	4	0	4	0	39	3	TRUE	João Paulo Freitas, Leticia Amaral Corrêa, Juliana Valentim Bittencourt, Karine Marcondes Armstrong, Leandro Alberto Calazans Nogueira	1745-6215	1	3.6	0.812	B1
Immediate effects of using ankle-foot orthoses in the kinematics of gait and in the balance reactions in Charcot-Marie-Tooth disease	10.1590/1809-2950/515210114	http://dx.doi.org/10.1590/1809-2950/515210114	1809-2950	Fisioterapia e Pesquisa	Rouse Barbosa Pereira			2014	1649675019	0	0	0	0	1	0	1	0	1	0	27	1	TRUE	Rouse Barbosa Pereira, Lílian Ramiro Felício, Arthur de Sá Ferreira, Sara Lúcia de Menezes, Marcos Raimundo Gomes de Freitas, Marco Orsini	1809-2950	2	NA	NA	B1
Immediate Hemodynamic Responses to Transcutaneous Electrical Diaphragmatic Stimulation in Critically Ill Elderly Patients	10.1155/2021/9091278	http://dx.doi.org/10.1155/2021/9091278	2090-2867	Rehabilitation Research & Practice	Hebert Olímpio Júnior			2021	1648579692	0	0	0	0	1	0	1	0	1	0	9	1	TRUE	Hebert Olímpio Júnior, Gustavo Bittencourt Camilo, Aline Priori Fioritto, Agnaldo José Lopes	2090-2867	1	2.2	0.44	A3
Immunity, Inflammation, and Prehypertension: In What Order?	10.1111/jch.12611	http://dx.doi.org/10.1111/jch.12611	1559-4564	Journal of the Cardiometabolic Syndrome	Arthur Sá Ferreira			2015	1648662813	0	0	0	0	1	0	1	0	1	0	4	1	TRUE	Arthur Sá Ferreira	1559-4564	4	NA	NA	NA
Impact of 6 months of treatment with intragastric balloon on body fat and quality of life in obese individuals with metabolic syndrome	10.1186/s12955-017-0790-x	http://dx.doi.org/10.1186/s12955-017-0790-x	1477-7525	Health and Quality of Life Outcomes	Erika Paniago Guedes			2017	1508867517	1	0	0	0	3	1	1	0	3	0	60	1	TRUE	Erika Paniago Guedes, Eduardo Madeira, Thiago Thomaz Mafort, Miguel Madeira, Rodrigo Oliveira Moreira, Laura Maria Carvalho de Mendonça, Amélio Fernando de Godoy-Matos, Agnaldo José Lopes, Maria Lucia Fleiuss Farias	1477-7525	8	5.6	1.14	A2
Inadequate levothyroxine replacement for primary hypothyroidism is associated with poor health-related quality of life–a Brazilian multicentre study	10.1007/s12020-013-9886-1	http://dx.doi.org/10.1007/s12020-013-9886-1	1355-008X	Endocrine	Patrícia dos Santos Vigário			2013	1673211628	0	0	0	0	5	0	2	0	3	0	70	4	FALSE	Patrícia dos Santos Vigário, Fernanda Vaisman, Cláudia Medina Coeli, Laura Ward, Hans Graf, Gisah Carvalho, Renan Montenegro Júnior, Mário Vaisman	1355-008X	39	6.4	0.844	A4
Influence of Acute Concurrent Exercise Performed in Public Fitness Facilities on Ambulatory Blood Pressure Among Older Adults in Rio de Janeiro City	10.1519/jsc.0000000000002734	http://dx.doi.org/10.1519/jsc.0000000000002734	1064-8011	Journal of Strength & Conditioning Research	Ricardo Cordeiro			2018	1532871940	1	0	0	0	2	0	1	0	2	0	97	1	FALSE	Ricardo Cordeiro, Walace Monteiro, Felipe Cunha, Linda S Pescatello, Paulo Farinatti	1064-8011	13	6.8	1.141	A2
Influence of Different Treadmill Inclinations on VCombining Dot AboveO2max and Ventilatory Thresholds During Maximal Ramp Protocols	10.1519/jsc.0000000000002670	http://dx.doi.org/10.1519/jsc.0000000000002670	1064-8011	Journal of Strength & Conditioning Research	Sidney C Silva			2021	1611610063	0	0	0	0	7	0	6	0	6	0	21	4	FALSE	Sidney C Silva, Walace D Monteiro, Felipe A Cunha, Paulo Farinatti	1064-8011	2	6.8	1.141	A2
Influence of exercises on patellar height in women with patellofemoral pain syndrome	10.1590/1413-78522014220200748	http://dx.doi.org/10.1590/1413-78522014220200748	1413-7852	Acta Ortopédica Brasileira	Lilian Ramiro Felicio			2014	1480360140	1	0	0	0	2	0	1	0	2	0	34	1	TRUE	Lilian Ramiro Felicio, Ana Claudia Spechoto Camargo, Augusto do Prado Baffa, Débora Bevilaqua-Grossi	1413-7852	4	1.0	0.247	B1
Influence of upper-body exercise order on hormonal responses in trained men	10.1139/apnm-2012-0040	http://dx.doi.org/10.1139/apnm-2012-0040	1715-5312	Applied Physiology, Nutrition, and Metabolism	Roberto Simão			2013	1370873624	4	0	0	0	15	0	9	0	13	0	68	9	TRUE	Roberto Simão, Richard Diego Leite, Guilherme Fleury Fina Speretta, Alex Souto Maior, Belmiro Freitas de Salles, Tácito Pessoa de Souza, Jakob L. Vingren, Jeffrey M. Willardson	1715-5312	10	5.4	1.01	A3
Inspiratory muscle training improves performance of a repeated sprints ability test in professional soccer players	10.1016/j.jbmt.2019.01.016	http://dx.doi.org/10.1016/j.jbmt.2019.01.016	1360-8592	Journal of Bodywork & Movement Therapies	Rodrigo Luis Cavalcante Silva			2019	1669968071	1	0	0	0	6	0	5	0	6	0	109	4	FALSE	Rodrigo Luis Cavalcante Silva, Elliott Hall, Alex Souto Maior	1360-8592	10	2.5	0.48	A2
Integrative medicine for hypertension: the earlier the better for treating who and what are not yet ill	10.1038/hr.2013.15	http://dx.doi.org/10.1038/hr.2013.15	0916-9636	Hypertension Research	Arthur de Sá Ferreira			2013	1652699342	0	0	0	0	1	0	1	0	1	0	12	1	TRUE	Arthur de Sá Ferreira	0916-9636	8	7.7	0.934	A2
Inter-expert agreement and similarity analysis of traditional diagnoses and acupuncture prescriptions in textbook- and pragmatic-based practices	10.1016/j.ctcp.2017.12.002	http://dx.doi.org/10.1016/j.ctcp.2017.12.002	1744-3881	Complementary Therapies in Clinical Practice	Danielle Terra Alvim			2017	1673008712	0	0	0	0	4	0	3	0	3	0	19	2	FALSE	Danielle Terra Alvim, Arthur Sá Ferreira	1744-3881	6	5.1	0.71	A3
Intra-observer reliability in three-dimensional kinematic analysis of sacroiliac joint mobility	10.1589/jpts.27.1001	http://dx.doi.org/10.1589/jpts.27.1001	0915-5287	Journal of Physical Therapy Science	Thiago Rebello da Veiga			2015	1486595488	2	0	0	0	2	0	0	0	2	0	40	1	TRUE	Thiago Rebello da Veiga, André Custódio da Silva, Rodrigo Teixeira Gomes da Silva, Sandro Luiz Machado Carvalho, Marco Orsini, Júlio Guilherme Silva	0915-5287	3	NA	NA	C
Investigating the effect of a passive trunk exoskeleton on local discomfort, perceived effort and spatial distribution of back muscles activity	10.1080/00140139.2021.1928297	http://dx.doi.org/10.1080/00140139.2021.1928297	0014-0139	Ergonomics	Ambra Giustetto			2021	1650045433	0	0	0	0	10	0	9	0	9	0	35	7	FALSE	Ambra Giustetto, Fabio Vieira Dos Anjos, Francesca Gallo, Rossella Monferino, Giacinto Luigi Cerone, Massimo Di Pardo, Marco Gazzoni, Margherita Micheletti Cremasco	0014-0139	4	4.9	0.691	A1
Is heart rate variability affected by distinct motor imagery strategies?	10.1016/j.physbeh.2017.05.004	http://dx.doi.org/10.1016/j.physbeh.2017.05.004	0031-9384	Physiology & Behavior	Talita Peixoto Pinto			2017	1495277482	0	0	0	0	2	0	2	0	2	0	58	1	TRUE	Talita Peixoto Pinto, Maitê Mello Russo Ramos, Thiago Lemos, Claudia Domingues Vargas, Luis Aureliano Imbiriba	0031-9384	11	6.3	0.783	A2
